date,bloomberg_url,title,author,content,article_date
2022-07-28,https://www.bloomberg.co.jp/news/articles/2022-07-28/RFO5TBT0AFB501,バレンタイン緩和も効果限定、円高・政治に日銀苦悩－12年上期議事録,著者情報なし,"日本銀行は29日、2012年１－６月の金融政策決定会合の議事録を公表した。デフレ脱却への道筋が見えない中、２月会合で「経済の前向きな動きを後押しする」と攻めの緩和強化策を打ち出す。市場は円安・株高で反応するが欧州債務問題の深刻化から失速し、再び円高と政治圧力が追加緩和を迫ることになった。
「日本経済が緩やかな回復経路に復していく動きを、より確かなものにする必要がある」。白川方明総裁（当時）が率いる日銀の２月14日の決定は「バレンタイン緩和」とも呼ばれ、経済・物価の下振れリスクに対応した従来の追加緩和からは大きな転換となった。
無担保コール翌日物金利の操作と国債やリスク性資産を購入する資産買い入れ等基金で構成する「包括的な金融緩和政策」の下、国債買い入れを10兆円増額し、基金残高を65兆円に拡大した。「中長期的な物価安定のめど」も導入し、消費者物価の前年比で２％以下のプラス領域、当面は１％がめどと明確化。１％を目指して強力に金融緩和を推進する方針を打ち出した。
日銀が変わったと受け止めた市場では、為替相場が１ドル＝77円台から円安に転じ、9000円程度だった日経平均株価も上昇した。
西村清彦副総裁は、日本経済をぬかるみにはまった自動車に例え「自動車がようやくぐっと動き出した。間髪を入れずアクセルを踏んで脱出する」ことが重要と強調した。中村清次審議委員は、物価安定のめどと合わせた緩和強化の実施で「本行のデフレ脱却と物価安定に対する強い取り組み姿勢への理解を深めることにもつながる」と期待感を示した。
１月会合の直後に米連邦準備制度理事会（ＦＲＢ）が２％のインフレ目標導入を決定。政権を担っていた民主党内の緩和積極派の議員や野党の自民党から、日銀のデフレ脱却に向けた取り組みは不十分として日銀法改正を求める声も上がっており、日銀包囲網は急速に狭まっていた。
追加緩和の決定は９人のメンバーによる全員一致だが、前回の１月会合を含めて景気を後押しする緩和策の是非が活発に議論された形跡はなかった。日銀が強力な緩和姿勢を示すことで市場や経済主体の期待に働き掛ける金融政策を巡っては、その後温度差があることが露呈する。
宮尾龍蔵審議委員は３月13日の会合で、「今の局面では、期待に働き掛けることで得られるゲインが、私の中ではある程度明確に見通せる状況にある」として２会合連続の追加緩和を提案したが、賛同を得られずに否決された。
白川総裁は期待への働き掛けについて「非常にファジーな言葉である」と指摘。「マーケットがどう見ているかに判断軸を置くことは、中央銀行としてはある種の自殺行為だ」とも主張した。亀崎英敏審議委員は「毎回イベントがあるかというと、われわれはドラマをやっている訳ではない」と緩和効果を見極める重要性を指摘した。
欧州債務危機という世界的なリスク要因がくすぶり続ける中で円安・株高の流れが失速すると、日銀の本気度を試すかのように追加緩和期待が再び台頭する。４月27日の会合では、日本経済が物価安定の下で持続的な成長経路に復帰することを「さらに確実なものにする」ため、基金を５兆円増額する追加緩和を全員一致で決めた。
山口広秀副総裁は、２月会合に続く景気後押しを狙った追加緩和が「いつまでも続けるものではないと同時に、今回の政策で打ち止めと言う訳にもいかない」と複雑な心中を吐露した。白川総裁は「金融政策の目的は、市場参加者の期待を満足させるために行うのではない」と自らに言い聞かせるように語った。
白川日銀は円高と政治圧力に翻弄（ほんろう）され、９月と10月、12月にも追加緩和を行う。自民党の安倍晋三総裁がデフレ脱却に向けた大胆な金融緩和を訴え衆院選で政権を奪還し、第２次安倍内閣が年末に発足。アベノミクスに沿う形で日銀は13年１月に２％の「物価安定の目標」の導入を決め、「デフレ脱却と持続的な経済成長の実現のための政府・日銀の政策連携」（共同声明）も発表した。
安倍政権の指名を受けて13年３月に就任した黒田東彦総裁は、２％の物価安定目標を２年程度で実現すると高らかに宣言し、より大規模に期待に働き掛ける異次元緩和を４月から始めることになる。",2022年7月29日 8:50 JST
2022-07-28,https://www.bloomberg.co.jp/news/articles/2022-07-28/RFR7BST0AFB401,ＮＹ州、サル痘を「公衆衛生への差し迫った脅威」と宣言－報道,著者情報なし,"米ニューヨーク州の衛生局長は、サル痘を「公衆衛生への差し迫った脅威」と宣言した。米ＡＢＣニュースが発表資料を引用して伝えた。今回の宣言に伴い、地元の保健局は州から追加の費用還付を受けられるようになる。
サンフランシスコ市もサル痘の感染拡大で緊急事態を宣言したと、サンフランシスコ・クロニクル紙が報じた。
バイデン政権、サル痘で公衆衛生上の緊急事態を週内に宣言か－報道
NY Declares Monkeypox ‘Imminent Threat to Public Health’: ABC（抜粋）",2022年7月29日 8:39 JST
2022-08-01,https://www.bloomberg.co.jp/news/articles/2022-08-01/RFXSOUDWX2PS01,アップルが55億ドル起債、４本立て－自社株買いと配当の資金を調達,著者情報なし,"米アップルは１日、４本立てで総額55億ドル（約7200億円）の起債を実施した。
事情に詳しい関係者が明らかにしたところによれば、そのうち年限最長は40年債で、米国債に対する上乗せ利回り（スプレッド）は118ベーシスポイント（ｂｐ、１ｂｐ＝0.01％）と、仮条件の150ｂｐ程度を下回った。需要について知る関係者１人によれば、申込総額は230億ドル余りに上った。
調達資金は自社株買いおよび配当向け資金など一般的な事業目的に使用される。関係者は情報が非公開だとして匿名を条件に明らかにした。
投資適格級の米社債発行市場は７月後半に再び活況になっており、大手金融機関の多くが４－６月期決算発表後に大型起債を実施。好調な勢いは今週も続く見通しで、ウォール街の担当者は新たに300億ドル程度の高格付け債の供給を見込んでいる。
アップルの社債発行は、高格付け債市場における最近の安定と比較的割安な資金調達コストを活用したものとみられる。ブルームバーグがまとめる投資適格級社債指数によれば、利回りは７月29日に約２カ月ぶりの低水準となった。
今回の起債はゴールドマン・サックス・グループとＪＰモルガン・チェース、バンク・オブ・アメリカ（ＢｏｆＡ）が幹事を務めた。
米格付け会社ムーディーズ・インベスターズ・サービスは昨年12月、アップルの長期格付けを最高位の「Ａａａ」に引き上げた。同社を除けば、Ｓ＆Ｐ500種株価指数の構成企業の中で最高位格付けを付与されているのはマイクロソフトとジョンソン・エンド・ジョンソン（Ｊ＆Ｊ）のみ。
アップルを最高格付けに引き上げ、成長見通しで－ムーディーズ
原題：Apple Sells $5.5 Billion of Bonds to Fund Buybacks, Dividends
— 取材協力 Daniel Curtis",2022年8月1日 23:36 JST
2022-08-01,https://www.bloomberg.co.jp/news/articles/2022-08-01/RFYBLMDWLU6901,米政府、ペロシ氏訪台でも中国に平静呼び掛け－緊張抑制に注力,著者情報なし,"ホワイトハウスはペロシ米下院議長による台湾訪問の見通しを巡り、中国との緊張の高まりの抑制に努める姿勢を示した。議長訪問の場合でも、台湾に対する米国の立場の変化を示唆するものではないと指摘するとともに、挑戦的な反応を控えるよう中国に呼び掛けた。
米国家安全保障会議（ＮＳＣ）のカービー戦略広報調整官は１日の記者会見で、「端的に言えば、長期にわたる米国の政策と合致する訪台があっても、中国がある種の危機ないし紛争に転じたり、それを攻撃的な軍事行動拡大の口実にしたりする理由はない」と指摘した。
議長訪台の場合でも「エスカレートさせる理由はない」との考えを少なくとも３回繰り返した。
事情に詳しい複数の関係者によると、ペロシ議長は２日にも台北に到着する見込み。訪台が実現すれば、現職の下院議長としては1997年のギングリッチ氏（共和）以来25年ぶり。下院議長は副大統領に次いで大統領継承順位２位だ。
ただペロシ議長のオフィスはまだ訪台を確認していない。カービー氏はペロシ議長には台湾を訪問する権利があるとした上で、議長は軍用機で移動しているため、台湾に到着すればホワイトハウスは分かるだろうと述べた。中国はペロシ氏が台湾を訪問すれば「重大な結果」を招くと警告している。
事情に詳しい関係者の１人によれば、ペロシ氏は３日に蔡英文総統と会談する予定。
カービー氏はペロシ議長の訪台に対して中国が取り得る具体的な行動に初めて言及。台湾海峡へのミサイル発射、新たな軍事行動着手、台湾当局が設置した「飛行禁止区域」への侵犯、台湾海峡に関する「偽り」の法的主張を挙げた。
事情に詳しい複数の関係者の話では、ペロシ議長が訪台計画を中止ないし延期することが好ましいと政権当局者が明らかにした後、ペロシ氏のチームはバイデン大統領から訪台をやめるよう公に要請があった場合はペロシ氏は計画を見直す意向をホワイトハウスに示唆した。
しかし政権当局者らはペロシ氏が要請に従うかどうか確信が持てず、結局、大統領は公式、非公式を問わず要請を行わなかったという。
カービー氏はこの日、バイデン大統領はペロシ氏と訪台について直接話していないと説明した。
原題：Biden Team Tries to Blunt China Rage as Pelosi Heads for Taiwan、China Appears to Be Positioning for More Taiwan Provocations: US（抜粋）",2022年8月2日 6:47 JST
2022-08-01,https://www.bloomberg.co.jp/news/articles/2022-08-01/RFYD79DWX2PT01,【ウクライナ】米国務長官がロシア非難、核の「無謀な」威嚇で,著者情報なし,"ウクライナの港からトウモロコシを積んだ貨物船の第１便が１日に出港した。同国産穀物の海上輸送はロシアによる侵略が始まってからでは初めて。小さな一歩ながらも国内に滞っている穀物の輸出が再開し、世界への供給も増えることになる。航路の安全をチェックする間、当初は１日３隻にとどめるとウクライナ当局は説明した。輸出再開で小麦・トウモロコシ先物は下落した。
ブリンケン米国務長官は核拡散防止条約（ＮＰＴ）再検討会議で演説し、ウクライナに侵攻したロシアが核の使用にエスカレートする可能性に言及したことを「無謀な」威嚇だと非難した。ロシアのプーチン大統領は同会議の参加者に向けた声明で、「核戦争に勝者はいない」とし、決して起こしてはならないことだと述べた。
米国は５億5000万ドル（約720億円）のウクライナ向け追加武器支援を発表した。
ウクライナ情勢を巡る最近の主な動きは以下の通り。
米国家安全保障会議（ＮＳＣ）のカービー戦略広報調整官は、ウクライナに５億5000万ドル相当の追加軍事支援を行うことを確認した。
米国防総省の声明によると、新たな支援には高機動ロケット砲システム「ハイマース」向けの追加の弾薬や155ｍｍ砲の弾薬７万5000発が含まれる。
米国は「バイデン政権発足以来、ウクライナの安全保障支援に約88億ドルをコミット」しており、2014年以降では100億ドルを超えると同省は説明した。
ロシアで拘束されている米国人２人と、米国で服役中のロシア人武器商人１人を交換するとした米国の提案について、２対２の交換としない限り拒否することにロシアは傾いている。ロシア大統領府の考えに詳しい複数の関係者が明らかにした。
米国は女子プロバスケットボールのスター選手であるブリトニー・グライナーさんと元米海兵隊員のポール・ウィランさんの釈放を求め、引き換えとしてロシア人武器商人ビクトル・ボウト氏の釈放を提案。協議の部外秘を理由に匿名で語った関係者によれば、ロシアは同国が不平等と見なす提案の受け入れに難色を示しているという。
協議に詳しい別の関係者によると、ロシアは米国の提案にまだ詳細な返答をしていない。
ウクライナのクブラコフ・インフラ相は、同国の港からの穀物輸出について、当初の約２週間は１日当たり３隻にとどめる方針を明らかにした。ブルームバーグテレビジョンに語った。
今回の試験的な運航で安全な航路の点検が終われば、穀物輸出は今から４－６週間後に１カ月当たり300万トンの水準に達する可能性があると説明した。
ブリンケン米国務長官は１日、ＮＰＴ再検討会議で演説し、ウクライナに侵攻したロシアが核使用にエスカレートする可能性に言及したことを「無謀な」威嚇だと非難した。
ブリンケン氏は「世界は核兵器の拡散を拒否しなければならない」と述べ、ＮＰＴの当事国による順守から始める必要があるとした。
ロシアのプーチン大統領は、大統領府のウェブサイトに掲載されたＮＰＴ再検討会議の参加者宛ての声明で、ロシアが米国との核軍縮条約の合意事項を常に実施してきたと指摘した。
米国とフランス、英国は１日、ロシアに「無責任かつ危険な核のレトリック」をやめるよう呼び掛けた。
ロシア外務省は、キャメロン元首相を含む英国の政治家やジャーナリスト39人に対する制裁を発表した。英国が制裁措置を継続していることを理由に挙げた。野党労働党のスターマー党首、北大西洋条約機構（ＮＡＴＯ）元事務総長のジョージ・ロバートソン氏も対象に含まれた。
ウクライナの港から穀物を積んだ貨物船の第１便が１日に出港したことを受け、小麦やトウモロコシの先物は下落した。国連によると、トウモロコシを積んだ第１便は１日午前、レバノンに向かった。
ロシア大統領府のペスコフ報道官は、ウクライナ産トウモロコシを積んだ貨物船の第１便の出港について、「極めてポジティブ」であり、穀物輸出の再開に向けた合意を「試す良い機会」となるとコメントした。
穀物輸出再開を巡る先月の合意を仲介したトルコによれば、１日午前に出港した貨物船には２万6527トンのトウモロコシが積まれた。
Ukraine Latest: US to Send $550 Million in Arms in New Package（抜粋）
— 取材協力 Patrick Donahue",2022年8月2日 8:17 JST
2022-08-02,https://www.bloomberg.co.jp/news/articles/2022-08-02/RG0BSCDWX2PS01,ＪＰモルガン、ウォール街株取引トップに返り咲き－ゴールドマン抜く,著者情報なし,"米銀ＪＰモルガン・チェースが、何年も遠ざかっていたウォール街の株式トレーディング収入トップの座に返り咲いた。
ＪＰモルガンは今年４－６月（第２四半期）の株式トレーディング収入が約31億ドル（約4140億円）と、四半期ベースで少なくとも2006年以降初めてゴールドマン・サックス・グループとモルガン・スタンレーをいずれも上回った。
ＪＰモルガンのグローバル株式責任者ジェーソン・シッペル氏は、エキゾチックおよびフローデリバティブ（金融派生商品）の記録的な成績に言及した。
一方、29日発表の４－６月の業績が好調だったフランスの銀行ＢＮＰパリバの株式部門も英銀バークレイズより優位に立った。
仏ＢＮＰパリバ、４－６月業績は予想上回る－リテールや株式業務好調
４－６月は市場のボラティリティーが全般に銀行に利益をもたらした。ＢＣＧエクスパンドのジョーダン・ガルハルドバーネット氏によると、ＪＰモルガンのトレーディング収入が前年同期比15％増加したことは、21年初めに起きたビル・フアン氏のファミリーオフィス、アルケゴス・キャピタル・マネジメントのポジション破綻以降、安定を求める顧客の需要を反映している可能性がある。
ＪＰモルガンが自社株買い停止、４－６月は予想下回る－株価下落
コーリション・グリニッチによれば、ＪＰモルガンとモルガン・スタンレー、ゴールドマン、シティグループ、バンク・オブ・アメリカ（ＢｏｆＡ）を合わせた４－６月の株式収入は前年同期比９％増加し、株式デリバティブ収入も15％増えた。
JPMorgan Finally Unseats Rivals to Take Equity Trading Crown（抜粋）
— 取材協力 Donal Griffin and Sridhar Natarajan",2022年8月3日 8:53 JST
2022-08-02,https://www.bloomberg.co.jp/news/articles/2022-08-02/RG0FH1DWX2PS01,ペイパル株、時間外取引で急伸－エリオットによる投資やコスト節減で,著者情報なし,"２日の米株式市場の時間外取引でオンライン決済サービス会社、米ペイパル・ホールディングスの株価が急伸。アクティビスト（物言う投資家）のエリオット・インベストメント・マネジメントが大株主になったことを明らかにしたほか、コスト削減による取り組みで今年の節減規模が９億ドル（約1200億円）になるとの見通しを示した。
ペイパルの４－６月（第２四半期）決算の発表資料によると、こうしたコスト節減は来年に13億ドルに増加する見込み。また、取締役会が新たな150億ドルの自社株買いプログラムを承認した。
エリオットは20億ドル相当のペイパル株を取得し、同社の大株主になったと説明。両社は情報共有契約を締結し、エリオットのマネジングパートナー、ジェシー・コーン氏は、ペイパルのダン・シュルマン最高経営責任者（ＣＥＯ）および取締役会と協力することを楽しみにしているとコメントした。
今回の発表を受け、ペイパル株は一時14％高。ニューヨーク市場の通常取引では89.63ドルで終了していた。年初来では52％値下がりしており、Ｓ＆Ｐ500情報技術株指数（18％下落）に比べて下げが大きくなっている。
米国みずほ証券のアナリスト、ダン・ドレブ氏は顧客向けリポートで「エリオット・マネジメントによる愛のムチがペイパルを正しい方向に導くのに寄与した」と指摘。「ペイパルのコスト基盤はあまりに高く、株主に資本を還元する必要があった」と分析した。
PayPal Surges as Analysts Cheer ‘Tough Love’ From Elliott (2)（抜粋）",2022年8月3日 8:50 JST
2022-08-02,https://www.bloomberg.co.jp/news/articles/2022-08-02/RG08ANDWRGG001,米国債利回りは急上昇、地区連銀総裁の発言で方針転換の観測後退,著者情報なし,"米国債利回りが２日に急上昇した。インフレとの闘いはまだ終了に近づいていないとの地区連銀総裁の一連の発言を受けて、来年の利下げ観測が後退した。
米国債利回りはあらゆる年限で急伸。10年債利回りは一時18ベーシスポイント（ｂｐ、１ｂｐ＝0.01％）上昇の2.75％。３年債利回りは24ｂｐ余り上昇した。ペロシ下院議長の台湾訪問でも金融市場のリスクセンチメントがさらに損なわれなかったことも、債券売りにつながった。
利回り上昇に弾みを付けたのは、サンフランシスコ連銀のデーリー総裁の発言で、同総裁は約40年ぶりの高インフレとの闘いはほぼ完了の状況から「ほど遠い」とコメント。シカゴ連銀のエバンス総裁は物価圧力抑制のため来年も利上げを続ける必要性があるとの見解を示唆した。週末にはミネアポリス連銀のカシュカリ総裁が中銀目標の達成には「長い道のりがある」との認識を示した。
先週の連邦公開市場委員会（ＦＯＭＣ）会合後には10年債利回りが20ｂｐ強低下していた。パウエル連邦準備制度理事会（ＦＲＢ）議長が記者会見で、将来の利上げは小幅になる可能性に言及したため、米金融当局のタカ派姿勢はピークを付けたと一部の投資家は受け止めていた。
ミシュラー・ファイナンシャルのマネジングディレクター、グレン・カペロ氏は「利回り上昇の大きな要因は、デーリー総裁とエバンス総裁がかなりタカ派な発言をしたことだ」と指摘した。
金利市場では、当局が12月までにフェデラルファンド（ＦＦ）金利誘導目標を3.4％程度に引き上げると予想されている。これは１日時点に比べ13ｂｐ高い水準。
来年の利下げ観測も後退しており、2023年６月のＦＯＭＣ会合に関連したスワップのレートは、１日の3.02％から3.27％に上昇した。
原題：Treasury Yields Surge as Fed Officials Quash Policy Pivot Talk（抜粋）",2022年8月3日 8:27 JST
2022-08-05,https://www.bloomberg.co.jp/news/articles/2022-08-05/RG5L5CDWX2PS01,【米国市況】Ｓ＆Ｐ500が週間で上昇、雇用統計は好調－ドル135円付近,著者情報なし,"５日の米株式市場ではＳ＆Ｐ500株価指数が下落したものの、終盤に下げを縮める展開。週間ベースでは上昇した。朝方発表された７月の米雇用統計は予想に反して非常に好調な内容となり、リセッション（景気後退）懸念が和らいだ一方、連邦公開市場委員会（ＦＯＭＣ）が次回９月の会合で大幅利上げに動く道が開かれた。ドル・円相場は円安が進み、１ドル＝135円ちょうど近辺。
７月米雇用者数、予想大幅に上回る伸び－リセッション懸念和らぐ (2)
Ｓ＆Ｐ500種指数は一時1.1％安まで下げる場面があった。だが同指数とナスダック100指数は週間ベースで３週連続高となり、４月以来の長期上昇局面となっている。
米国債相場はこの日下落し、10年債利回りは2.82％近辺で推移した。
Ｓ＆Ｐ500種株価指数は0.2％安の4145.19。週間では0.4％上昇した。ダウ工業株30種平均は76.65ドル（0.2％）上昇し32803.47ドル。ナスダック総合指数は0.5％安。ニューヨーク時間午後４時18分現在、米10年債利回りは13.5ｂｐ上昇の2.82％。
力強い雇用統計は、米経済は底堅く複数の追加利上げを乗り越えられるという金融当局の見解を裏付ける。トレーダーらは金融政策の見通しを再調整しており、９月のＦＯＭＣ会合では政策金利が0.75ポイント引き上げられる可能性がより高くなったとみている。
ＦＲＢはインフレとの闘いにコミット－複数の連銀総裁が表明
ルネサンス・マクロ・リサーチの米経済調査責任者ニール・ダッタ氏は「今回の雇用統計はインフレ高進を伴う好況と整合している」と指摘。「金融当局にはまだやるべき仕事が多くある。利上げの面でより積極的になる必要があり、ハードランディング（硬着陸）シナリオの可能性が高まる」と述べた。
外国為替市場ではドルが急伸。好調な雇用統計を受けてリセッション懸念が後退し、金融当局がインフレ抑制に向けて積極姿勢を維持するとの見方が強まった。円は対ドルで６月17日以来の大幅安。米国債利回りの上昇が手掛かりとなった。
主要10通貨に対するドルの動きを示すブルームバーグ・ドル・スポット指数は0.7％上昇。ドルは対円で1.6％高の１ドル＝134円99銭。７月22日に付けた135円57銭を突破すると、ドル上昇の勢いが強まる可能性がある。ユーロは対ドルで0.6％安の１ユーロ＝1.0183ドル。
ニューヨーク原油先物相場は３日ぶりに上昇。ただ週間ベースでは約10％安と、４月初め以来の大幅な下げとなった。世界的な景気減速で需要が減退しつつある兆候が強まっている。
米国のガソリン消費は落ち込んでおり、需要鈍化が懸念されている。また流動性の低さからボラティリティーが高まっている。
ニューヨーク商業取引所（ＮＹＭＥＸ）のウェスト・テキサス・インターミディエート（ＷＴＩ）先物９月限は、前日比47セント（0.5％）上げて１バレル＝89.01ドル。週間では9.7％安となった。ロンドンＩＣＥの北海ブレント10月限はこの日80セント上げて94.92ドル。
ニューヨーク金先物相場は反落。７月の米雇用統計では雇用者数の伸びが市場予想を大きく上回り、金融当局がインフレ抑制に向けて大幅利上げを継続するとの見方が広がった。雇用統計に反応してドルが上げ、金には下押し圧力となった。
ニューヨーク商品取引所（ＣＯＭＥＸ）の金先物12月限は前日比0.9％安の１オンス＝1791.20ドルで引けた。
原題：Stocks Notch Weekly Gain After Jobs Data Surprise: Markets Wrap（抜粋）
Dollar Jumps as Hot Jobs Data Boost Fed-Hike Bets: Inside G-10
Oil Posts Biggest Weekly Loss Since April On Demand Concerns
Gold Drops After US Jobs Data Keeps Fed on Hawkish Track
— 取材協力 Cecile Gutscher, Michael McKee, Sagarika Jaisinghani, Vildana Hajric and Olivia Rockeman",2022年8月6日 6:07 JST
2022-08-05,https://www.bloomberg.co.jp/news/articles/2022-08-05/RG58NXDWLU6801,中国軍機49機が台湾海峡の中間線を突破、過去最多－台湾国防部,著者情報なし,"中国はここ数十年で最も挑発的な軍事演習を５日も実施し、防衛問題を巡る米国との対話を打ち切った。ペロシ米下院議長による台湾訪問を受け、米中関係は悪化している。
中国、ペロシ米下院議長に制裁－８項目の対抗策も発表 (4)
台湾国防部（国防省）の発表によれば、中国の軍用機49機が５日に台湾海峡の中間線を突破。これは2020年にデータを公表して以降で最多となる。また、領空周辺で探知された軍用機は68機と、これも最多となった。
ブリンケン米国務長官は訪問先のカンボジアで中国の行動について「極めて過度で、エスカレートさせた今回の軍事対応は全く正当化できない」と言明した。
一方で中国外務省の華春瑩報道官は５日、中国の対応は「正当かつ必要なもの」であり、「これは覇権と干渉、分離に対する戦いだ」と定例記者会見で述べた。
米国家安全保障会議（ＮＳＣ）のカービー戦略広報調整官は同日、バイデン政権が中国の秦剛駐米大使を４日にホワイトハウスに呼び出し、台湾海峡での挑発行為を非難したと明らかにした。
カービー氏はまた、中国が米国との軍事協議を停止すると表明したことについて「無責任な行為だ」と発言。その上で、「軍幹部同士のあらゆる連絡経路が閉ざされたわけではない」と記者団に話し、「非常に高いレベルでの軍同士のコミュニケーションは可能だろうと、われわれはなお考えている」と述べた。
一方、気候変動に関する協議も停止するという中国の方針については「世界最大の排出国が、気候に関する危機に立ち向かい闘うために欠かせない重要なステップへの関与を拒否している」と批判した。
原題：China Tests Taiwan Defense Zone, Cuts Off US Military Talks (1)、Taiwan Detects Record 49 China Warplanes Crossing Strait Median（抜粋）
— 取材協力 Dan Murtaugh, Daniel Flatley, Jing Li and Isabel Reynolds",2022年8月6日 0:42 JST
2022-08-05,https://www.bloomberg.co.jp/news/articles/2022-08-05/RG56LEDWX2PS01,アマゾン、16.5億ドルでアイロボット買収へ－「ルンバ」メーカー,著者情報なし,"米アマゾン・ドット・コムは、ロボット掃除機「ルンバ」を製造する米アイロボットを16億5000万ドル（約2200億円）で買収することで同社と合意した。インターネットに接続した家庭用デバイスやロボット工学への関与を深める。
両社の５日発表によれば、アマゾンはアイロボット株１株に対して現金61ドルを支払う。この額は直近のアイロボット株終値に対し22％にプレミアム（上乗せ）に相当する。アイロボット最高経営責任者（ＣＥＯ）にはコリン・アングル氏がとどまる。
アマゾンは昨秋、自社製の家庭用ロボット「アストロ」を発表。販売価格は1450ドル程度を見込んでいたが、現時点でも出荷は限定的だ。
５日のニューヨーク株式市場で、アマゾンの株価は一時２％を超える下落。一方でアイロボット株は20％余り急伸。
ベアードのアナリストは今回の発表について、特大サイズの買収ではないものの、ロボット工学とホームオートメーション市場におけるアマゾンの利益と立場を強化し、人工知能（ＡＩ）の戦略的価値を高めると評価した。株式投資判断は「アウトパフォーム」、株価目標は150ドル。
デービッドソンのアナリストは、アマゾンのアンディ・ジャシー最高経営責任者（ＣＥＯ）は前任のジェフ・ベゾス氏より合併・買収（Ｍ＆Ａ）に前向きのように見受けられると指摘。現在の会社規模と、「前に進むには収入を大きく増やす必要がある状況」を考慮すれば、ジャシー氏はそうせざるを得ないのかもしれないと述べた。投資判断は「買い」、株価目標は151ドル。
エレベーション・セキュリティーズのアナリストは、買収合意はアイロボット株主の承認と、反トラスト法に基づく届け出を必要とすると指摘。欧州や日本での当局承認を要する可能性も高いと述べた。
アマゾン、現金34.9億ドルでサブスク医療ワン・メディカル買収へ (2)
アマゾン株急伸、４－６月売上高が市場予想上回る－見通しも強気 (1)
原題：Amazon to Buy Roomba-Maker IRobot for $1.65 Billion (1)（抜粋）
Amazon Continues AI Push, M&A Spree Via iRobot Deal: Street Wrap（抜粋）",2022年8月5日 21:47 JST
2022-08-10,https://www.bloomberg.co.jp/news/articles/2022-08-10/RGEUI0T0AFB401,弱気派が二度見するチャート､Ｓ＆Ｐ500は重要局面－回復本物か,著者情報なし,"この１カ月の株式相場上昇は長続きせず、ベアマーケット・ラリーに終わるとの悲観的な声が数多く聞かれた。悪い予感は往々にして的中するものだが、Ｓ＆Ｐ500種株価指数がチャート上の節目付近で推移している現在、その回復を一時的と片付けるのはますます難しくなっている。
予想より上昇幅が小さかった７月の消費者物価指数（ＣＰＩ）統計は、４営業日分の相場下落を数秒で埋めた。10日のＳ＆Ｐ500種は2.1％高の4210.24で終了。５月から６月にかけた戻しのピークである4177を上回った。この水準の克服はテクニカル分析上、上昇トレンドの「ハイヤーハイ」に相当し、持続的な上昇が控えているサインとされる。
米ＣＰＩは予想以上に減速、エネルギー価格低下－利上げ圧力緩和 (3)
ＢＴＩＧのチーフ・市場テクニシャン、ジョナサン・クリンスキー氏は「これまでずっと慎重に構えてきた」とした上で、「終値ベースでの６月高値クリアは、トレンド転換を示唆する大きな役割を果たすだろう」と述べた。
７月の米ＣＰＩ統計では、2021年初期以来で初めて総合指数がエコノミスト予想を下回った。トレーダーらは即座に今後予想する利上げ幅を縮小し、リスク資産全般に一気に買いが入った。
米ＣＰＩ予想下回る、リスク資産に良いニュース－市場関係者の見方
Ｓ＆Ｐ500種は６月安値から15％近く戻し、今年最強の回復局面となる中で、市場には時価総額５兆ドル（約670兆円）余りが戻ってきた。その背景には予想より好調だった企業決算や、リセッション（景気後退）懸念を和らげる各経済指標があった。
この間、モルガン・スタンレーやゴールドマン・サックス・グループなどが発する警告の声は大きくなっていた。ウルフ・リサーチが先週実施した顧客調査では、参加者の75％がＳ＆Ｐ500種はまだ底入れしていないと回答した。
最近の株価上昇は続かず、再び下落も－ゴールドマンとバーンスタイン
ルネサンス・マクロ・リサーチの共同創設者ジェフ・デグラーフ氏は先週、「Ｓ＆Ｐ500種の4177突破はトレンドを追うという観点で重要だ。ハイヤーハイとハイヤーローの流れ、もっと親しみのある言い方をすればアップトレンドを確立し始めるからだ」とリポートで説明した。インスティテューショナル・インベスター誌は2015年まで11年連続で、デグラーフ氏をトップ・テクニカル・アナリストにランクしている。
ＣＦＲＡのチーフ投資ストラテジスト、サム・ストーバル氏は慎重だ。Ｓ＆Ｐ500種が１月から６月にかけて下げた分の半値戻しを確認するまでは、安心できないという。フィボナッチ・リトレースメントで重視する50％の戻しは、相場が完全回復に向かっていることを示唆する。
「Ｓ＆Ｐ500種が4232の水準を上回るまで、ベアマーケット・ラリーであることに変わりはない」とストーバル氏。「その水準を上回れば、いかなるベアマーケットも底値から50％戻した後にロウワーローを形成したケースはないという、歴史の教訓が思い起こされる。ベアが過去のものになったという初期のシグナルになる」と述べた。
原題：Mocked by Everyone, Stock Rally Is at Cusp of Chart Landmark (1)（抜粋）",2022年8月11日 5:46 JST
